,MK887363_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A1_EveS,MK887364_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A2_EveS,MK887366_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A7_EveS,MK887367_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A10_EveS,MK887368_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A12_EveS,MK887446_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L7_EveS,MK887448_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L9_EveS,MK887511_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb9_EveS,MK887512_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb14_EveS,MK887513_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb15_EveS,MK887515_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb18_EveS,MK887516_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb19_EveS,MK887365_Eulimnogammarus_verrucosus_voucher_Eve_Baikalsk_A5_EveS,MK887443_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L2_EveS,MK887444_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L3_EveS,MK887445_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L6_EveS,MK887447_Eulimnogammarus_verrucosus_voucher_Eve_Kultuk_L8_EveS,MK887514_Eulimnogammarus_verrucosus_voucher_Eve_Port_Baikal_Pb16_EveS,MK887559_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB1_EveE,MK887560_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB2_EveE,MK887561_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB3_EveE,MK887562_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB4_EveE,MK887563_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB5_EveE,MK887564_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB6_EveE,MK887428_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D2_EveE,MK887430_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D4_EveE,MK887431_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D5_EveE,MK887432_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D6_EveE,MK887545_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN1_EveE,MK887546_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN2_EveE,MK887547_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN3_EveE,MK887548_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN4_EveE,MK887549_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN5_EveE,MK887550_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN6_EveE,MK887427_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D1_EveE,MK887429_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D3_EveE,MK887455_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y4_EveW,MK887456_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y9_EveW,MK887457_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y11_EveW,MK887458_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y12_EveW,MK887459_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y13_EveW,MK887460_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y14_EveW,MK887416_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU7_EveW,MK887417_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU8_EveW,MK887418_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU9_EveW,MK887419_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU10_EveW,MK887420_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU11_EveW,MK887421_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU12_EveW,MK887374_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B1_EveW,MK887375_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B2_EveW,MK887378_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B5_EveW,MK887379_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B6_EveW,MK887381_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B8_EveW,MK887380_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B7_EveW
MK887563_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB5_EveE,0.0951240198,0.0951791514,0.0965383159,0.0951267845,0.0950822913,0.0951628038,0.0951743183,0.0951316827,0.0951401469,0.0951647972,0.0951880280,0.0951229746,0.0892734600,0.0892314763,0.0919945539,0.0892807852,0.0905223189,0.0941702159,0.0030581759,0.0064542789,0.0049182319,0.0043754939,0,0.0030471529,0.0031877209,0.0049081179,0.0061278809,0.0017733054,0.0043802479,0.0058967729,0.0035841659,0.0048202419,0.0031642549,0.0031532689,0.0191930859,0.0222861919,0.0945272909,0.0953720769,0.0931791015,0.0932155042,0.0958214439,0.0942891109,0.0980882570,0.0981329866,0.0980588712,0.0981165945,0.0981266159,0.0993409069,0.1023736259,0.1011959414,0.1011856871,0.1058179626,0.1058907429,0.1026071819
MK887564_Eulimnogammarus_verrucosus_voucher_Eve_UstBarguzin_UB6_EveE,0.0962857729,0.0963409045,0.097700069,0.0962885376,0.0962440444,0.0963245569,0.0963360714,0.0962934358,0.096301900,0.0963265503,0.0963497811,0.0962847277,0.0904352131,0.0903932294,0.093156307,0.0904425383,0.091684072,0.095331969,0.004219929,0.007616032,0.006079985,0.005537247,0.0030471529,0,0.004349474,0.006069871,0.007289634,0.0029350585,0.005542001,0.007058526,0.004745919,0.005981995,0.004326008,0.004315022,0.020354839,0.023447945,0.095689044,0.096533830,0.0943408546,0.0943772573,0.096983197,0.095450864,0.0992500101,0.0992947397,0.0992206243,0.0992783476,0.099288369,0.100502660,0.103535379,0.1023576945,0.1023474402,0.1069797157,0.107052496,0.103768935
MK887428_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D2_EveE,0.0964263409,0.0964814725,0.097840637,0.0964291056,0.0963846124,0.0964651249,0.0964766394,0.0964340038,0.096442468,0.0964671183,0.0964903491,0.0964252957,0.0905757811,0.0905337974,0.093296875,0.0905831063,0.091824640,0.095472537,0.004360497,0.007756600,0.006220553,0.005677815,0.0031877209,0.004349474,0,0.006210439,0.007430202,0.0030756265,0.005682569,0.007199094,0.004886487,0.006122563,0.004466576,0.004455590,0.020495407,0.023588513,0.095829612,0.096674398,0.0944814226,0.0945178253,0.097123765,0.095591432,0.0993905781,0.0994353077,0.0993611923,0.0994189156,0.099428937,0.100643228,0.103675947,0.1024982625,0.1024880082,0.1071202837,0.107193064,0.103909503
MK887430_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D4_EveE,0.0981467379,0.0982018695,0.099561034,0.0981495026,0.0981050094,0.0981855219,0.0981970364,0.0981544008,0.098162865,0.0981875153,0.0982107461,0.0981456927,0.0922961781,0.0922541944,0.095017272,0.0923035033,0.093545037,0.097192934,0.006080894,0.009476997,0.007940950,0.007398212,0.0049081179,0.006069871,0.006210439,0,0.003007725,0.0047960235,0.007402966,0.008919491,0.006606884,0.007842960,0.006186973,0.006175987,0.022215804,0.025308910,0.097550009,0.098394795,0.0962018196,0.0962382223,0.098844162,0.097311829,0.1011109751,0.1011557047,0.1010815893,0.1011393126,0.101149334,0.102363625,0.105396344,0.1042186595,0.1042084052,0.1088406807,0.108913461,0.105629900
MK887431_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D5_EveE,0.0993665009,0.0994216325,0.100780797,0.0993692656,0.0993247724,0.0994052849,0.0994167994,0.0993741638,0.099382628,0.0994072783,0.0994305091,0.0993654557,0.0935159411,0.0934739574,0.096237035,0.0935232663,0.094764800,0.098412697,0.007300657,0.010696760,0.009160713,0.008617975,0.0061278809,0.007289634,0.007430202,0.003007725,0,0.0060157865,0.008622729,0.010139254,0.007826647,0.009062723,0.007406736,0.007395750,0.023435567,0.026528673,0.098769772,0.099614558,0.0974215826,0.0974579853,0.100063925,0.098531592,0.1023307381,0.1023754677,0.1023013523,0.1023590756,0.102369097,0.103583388,0.106616107,0.1054384225,0.1054281682,0.1100604437,0.110133224,0.106849663
MK887432_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D6_EveE,0.0950119254,0.0950670570,0.0964262215,0.0950146901,0.0949701969,0.0950507094,0.0950622239,0.0950195883,0.0950280525,0.0950527028,0.0950759336,0.0950108802,0.0891613656,0.0891193819,0.0918824595,0.0891686908,0.0904102245,0.0940581215,0.0029460815,0.0063421845,0.0048061375,0.0042633995,0.0017733054,0.0029350585,0.0030756265,0.0047960235,0.0060157865,0,0.0042681535,0.0057846785,0.0034720715,0.0047081475,0.0030521605,0.0030411745,0.0190809915,0.0221740975,0.0944151965,0.0952599825,0.0930670071,0.0931034098,0.0957093495,0.0941770165,0.0979761626,0.0980208922,0.0979467768,0.0980045001,0.0980145215,0.0992288125,0.1022615315,0.1010838470,0.1010735927,0.1057058682,0.1057786485,0.1024950875
MK887545_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN1_EveE,0.0976188679,0.0976739995,0.099033164,0.0976216326,0.0975771394,0.0976576519,0.0976691664,0.0976265308,0.097634995,0.0976596453,0.0976828761,0.0976178227,0.0917683081,0.0917263244,0.094489402,0.0917756333,0.093017167,0.096665064,0.005553024,0.008949127,0.007413080,0.006870342,0.0043802479,0.005542001,0.005682569,0.007402966,0.008622729,0.0042681535,0,0.008391621,0.006079014,0.007315090,0.005659103,0.005648117,0.021687934,0.024781040,0.097022139,0.097866925,0.0956739496,0.0957103523,0.098316292,0.096783959,0.1005831051,0.1006278347,0.1005537193,0.1006114426,0.100621464,0.101835755,0.104868474,0.1036907895,0.1036805352,0.1083128107,0.108385591,0.105102030
MK887546_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN2_EveE,0.0991353929,0.0991905245,0.100549689,0.0991381576,0.0990936644,0.0991741769,0.0991856914,0.0991430558,0.099151520,0.0991761703,0.0991994011,0.0991343477,0.0932848331,0.0932428494,0.096005927,0.0932921583,0.094533692,0.098181589,0.007069549,0.010465652,0.008929605,0.008386867,0.0058967729,0.007058526,0.007199094,0.008919491,0.010139254,0.0057846785,0.008391621,0,0.007595539,0.008831615,0.007175628,0.007164642,0.023204459,0.026297565,0.098538664,0.099383450,0.0971904746,0.0972268773,0.099832817,0.098300484,0.1020996301,0.1021443597,0.1020702443,0.1021279676,0.102137989,0.103352280,0.106384999,0.1052073145,0.1051970602,0.1098293357,0.109902116,0.106618555
MK887547_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN3_EveE,0.0968227859,0.0968779175,0.098237082,0.0968255506,0.0967810574,0.0968615699,0.0968730844,0.0968304488,0.096838913,0.0968635633,0.0968867941,0.0968217407,0.0909722261,0.0909302424,0.093693320,0.0909795513,0.092221085,0.095868982,0.004756942,0.008153045,0.006616998,0.006074260,0.0035841659,0.004745919,0.004886487,0.006606884,0.007826647,0.0034720715,0.006079014,0.007595539,0,0.006519008,0.004863021,0.004852035,0.020891852,0.023984958,0.096226057,0.097070843,0.0948778676,0.0949142703,0.097520210,0.095987877,0.0997870231,0.0998317527,0.0997576373,0.0998153606,0.099825382,0.101039673,0.104072392,0.1028947075,0.1028844532,0.1075167287,0.107589509,0.104305948
MK887548_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN4_EveE,0.0980588619,0.0981139935,0.099473158,0.0980616266,0.0980171334,0.0980976459,0.0981091604,0.0980665248,0.098074989,0.0980996393,0.0981228701,0.0980578167,0.0922083021,0.0921663184,0.094929396,0.0922156273,0.093457161,0.097105058,0.005993018,0.009389121,0.007853074,0.007310336,0.0048202419,0.005981995,0.006122563,0.007842960,0.009062723,0.0047081475,0.007315090,0.008831615,0.006519008,0,0.006099097,0.006088111,0.022127928,0.025221034,0.097462133,0.098306919,0.0961139436,0.0961503463,0.098756286,0.097223953,0.1010230991,0.1010678287,0.1009937133,0.1010514366,0.101061458,0.102275749,0.105308468,0.1041307835,0.1041205292,0.1087528047,0.108825585,0.105542024
MK887549_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN5_EveE,0.0964028749,0.0964580065,0.097817171,0.0964056396,0.0963611464,0.0964416589,0.0964531734,0.0964105378,0.096419002,0.0964436523,0.0964668831,0.0964018297,0.0905523151,0.0905103314,0.093273409,0.0905596403,0.091801174,0.095449071,0.004337031,0.007733134,0.006197087,0.005654349,0.0031642549,0.004326008,0.004466576,0.006186973,0.007406736,0.0030521605,0.005659103,0.007175628,0.004863021,0.006099097,0,0.004432124,0.020471941,0.023565047,0.095806146,0.096650932,0.0944579566,0.0944943593,0.097100299,0.095567966,0.0993671121,0.0994118417,0.0993377263,0.0993954496,0.099405471,0.100619762,0.103652481,0.1024747965,0.1024645422,0.1070968177,0.107169598,0.103886037
MK887550_Eulimnogammarus_verrucosus_voucher_Eve_Svyatoy_Nos_SN6_EveE,0.0963918889,0.0964470205,0.097806185,0.0963946536,0.0963501604,0.0964306729,0.0964421874,0.0963995518,0.096408016,0.0964326663,0.0964558971,0.0963908437,0.0905413291,0.0904993454,0.093262423,0.0905486543,0.091790188,0.095438085,0.004326045,0.007722148,0.006186101,0.005643363,0.0031532689,0.004315022,0.004455590,0.006175987,0.007395750,0.0030411745,0.005648117,0.007164642,0.004852035,0.006088111,0.004432124,0,0.020460955,0.023554061,0.095795160,0.096639946,0.0944469706,0.0944833733,0.097089313,0.095556980,0.0993561261,0.0994008557,0.0993267403,0.0993844636,0.099394485,0.100608776,0.103641495,0.1024638105,0.1024535562,0.1070858317,0.107158612,0.103875051
MK887427_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D1_EveE,0.0830296259,0.0830847575,0.084443922,0.0830323906,0.0829878974,0.0830684099,0.0830799244,0.0830372888,0.083045753,0.0830704033,0.0830936341,0.0830285807,0.0771790661,0.0771370824,0.079900160,0.0771863913,0.078427925,0.082075822,0.020365862,0.023761965,0.022225918,0.021683180,0.0191930859,0.020354839,0.020495407,0.022215804,0.023435567,0.0190809915,0.021687934,0.023204459,0.020891852,0.022127928,0.020471941,0.020460955,0,0.010191798,0.082432897,0.083277683,0.0810847076,0.0811211103,0.083727050,0.082194717,0.0859938631,0.0860385927,0.0859644773,0.0860222006,0.086032222,0.087246513,0.090279232,0.0891015475,0.0890912932,0.0937235687,0.093796349,0.090512788
MK887429_Eulimnogammarus_verrucosus_voucher_Eve_Davsha_D3_EveE,0.0795490999,0.0796042315,0.080963396,0.0795518646,0.0795073714,0.0795878839,0.0795993984,0.0795567628,0.079565227,0.0795898773,0.0796131081,0.0795480547,0.0736985401,0.0736565564,0.076419634,0.0737058653,0.074947399,0.078595296,0.023458968,0.026855071,0.025319024,0.024776286,0.0222861919,0.023447945,0.023588513,0.025308910,0.026528673,0.0221740975,0.024781040,0.026297565,0.023984958,0.025221034,0.023565047,0.023554061,0.010191798,0,0.078952371,0.079797157,0.0776041816,0.0776405843,0.080246524,0.078714191,0.0825133371,0.0825580667,0.0824839513,0.0825416746,0.082551696,0.083765987,0.086798706,0.0856210215,0.0856107672,0.0902430427,0.090315823,0.087032262
MK887455_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y4_EveW,0.0846103589,0.0846654905,0.086024655,0.0846131236,0.0845686304,0.0846491429,0.0846606574,0.0846180218,0.084626486,0.0846511363,0.0846743671,0.0846093137,0.0787597991,0.0787178154,0.081480893,0.0787671243,0.080008658,0.083656555,0.095700067,0.099096170,0.097560123,0.097017385,0.0945272909,0.095689044,0.095829612,0.097550009,0.098769772,0.0944151965,0.097022139,0.098538664,0.096226057,0.097462133,0.095806146,0.095795160,0.082432897,0.078952371,0,0.005339636,0.0031466606,0.0031830633,0.005789003,0.004256670,0.0080558161,0.0081005457,0.0080264303,0.0080841536,0.008094175,0.009308466,0.012341185,0.0111635005,0.0111532462,0.0157855217,0.015858302,0.012574741
MK887456_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y9_EveW,0.0854551449,0.0855102765,0.086869441,0.0854579096,0.0854134164,0.0854939289,0.0855054434,0.0854628078,0.085471272,0.0854959223,0.0855191531,0.0854540997,0.0796045851,0.0795626014,0.082325679,0.0796119103,0.080853444,0.084501341,0.096544853,0.099940956,0.098404909,0.097862171,0.0953720769,0.096533830,0.096674398,0.098394795,0.099614558,0.0952599825,0.097866925,0.099383450,0.097070843,0.098306919,0.096650932,0.096639946,0.083277683,0.079797157,0.005339636,0,0.0039914466,0.0040278493,0.006633789,0.005101456,0.0089006021,0.0089453317,0.0088712163,0.0089289396,0.008938961,0.010153252,0.013185971,0.0120082865,0.0119980322,0.0166303077,0.016703088,0.013419527
MK887457_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y11_EveW,0.0832621695,0.0833173011,0.0846764656,0.0832649342,0.0832204410,0.0833009535,0.0833124680,0.0832698324,0.0832782966,0.0833029469,0.0833261777,0.0832611243,0.0774116097,0.0773696260,0.0801327036,0.0774189349,0.0786604686,0.0823083656,0.0943518776,0.0977479806,0.0962119336,0.0956691956,0.0931791015,0.0943408546,0.0944814226,0.0962018196,0.0974215826,0.0930670071,0.0956739496,0.0971904746,0.0948778676,0.0961139436,0.0944579566,0.0944469706,0.0810847076,0.0776041816,0.0031466606,0.0039914466,0,0.0018348739,0.0044408136,0.0029084806,0.0067076267,0.0067523563,0.0066782409,0.0067359642,0.0067459856,0.0079602766,0.0109929956,0.0098153111,0.0098050568,0.0144373323,0.0145101126,0.0112265516
MK887458_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y12_EveW,0.0832985722,0.0833537038,0.0847128683,0.0833013369,0.0832568437,0.0833373562,0.0833488707,0.0833062351,0.0833146993,0.0833393496,0.0833625804,0.0832975270,0.0774480124,0.0774060287,0.0801691063,0.0774553376,0.0786968713,0.0823447683,0.0943882803,0.0977843833,0.0962483363,0.0957055983,0.0932155042,0.0943772573,0.0945178253,0.0962382223,0.0974579853,0.0931034098,0.0957103523,0.0972268773,0.0949142703,0.0961503463,0.0944943593,0.0944833733,0.0811211103,0.0776405843,0.0031830633,0.0040278493,0.0018348739,0,0.0044772163,0.0029448833,0.0067440294,0.0067887590,0.0067146436,0.0067723669,0.0067823883,0.0079966793,0.0110293983,0.0098517138,0.0098414595,0.0144737350,0.0145465153,0.0112629543
MK887459_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y13_EveW,0.0859045119,0.0859596435,0.087318808,0.0859072766,0.0858627834,0.0859432959,0.0859548104,0.0859121748,0.085920639,0.0859452893,0.0859685201,0.0859034667,0.0800539521,0.0800119684,0.082775046,0.0800612773,0.081302811,0.084950708,0.096994220,0.100390323,0.098854276,0.098311538,0.0958214439,0.096983197,0.097123765,0.098844162,0.100063925,0.0957093495,0.098316292,0.099832817,0.097520210,0.098756286,0.097100299,0.097089313,0.083727050,0.080246524,0.005789003,0.006633789,0.0044408136,0.0044772163,0,0.005550823,0.0093499691,0.0093946987,0.0093205833,0.0093783066,0.009388328,0.010602619,0.013635338,0.0124576535,0.0124473992,0.0170796747,0.017152455,0.013868894
MK887460_Eulimnogammarus_verrucosus_voucher_Eve_Listvyanka_Y14_EveW,0.0843721789,0.0844273105,0.085786475,0.0843749436,0.0843304504,0.0844109629,0.0844224774,0.0843798418,0.084388306,0.0844129563,0.0844361871,0.0843711337,0.0785216191,0.0784796354,0.081242713,0.0785289443,0.079770478,0.083418375,0.095461887,0.098857990,0.097321943,0.096779205,0.0942891109,0.095450864,0.095591432,0.097311829,0.098531592,0.0941770165,0.096783959,0.098300484,0.095987877,0.097223953,0.095567966,0.095556980,0.082194717,0.078714191,0.004256670,0.005101456,0.0029084806,0.0029448833,0.005550823,0,0.0078176361,0.0078623657,0.0077882503,0.0078459736,0.007855995,0.009070286,0.012103005,0.0109253205,0.0109150662,0.0155473417,0.015620122,0.012336561
MK887416_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU7_EveW,0.0881713250,0.0882264566,0.0895856211,0.0881740897,0.0881295965,0.0882101090,0.0882216235,0.0881789879,0.0881874521,0.0882121024,0.0882353332,0.0881702798,0.0823207652,0.0822787815,0.0850418591,0.0823280904,0.0835696241,0.0872175211,0.0992610331,0.1026571361,0.1011210891,0.1005783511,0.0980882570,0.0992500101,0.0993905781,0.1011109751,0.1023307381,0.0979761626,0.1005831051,0.1020996301,0.0997870231,0.1010230991,0.0993671121,0.0993561261,0.0859938631,0.0825133371,0.0080558161,0.0089006021,0.0067076267,0.0067440294,0.0093499691,0.0078176361,0,0.0017665378,0.0016924224,0.0017501457,0.0017601671,0.0029744581,0.0105223751,0.0093446906,0.0093344363,0.0139667118,0.0140394921,0.0107559311
MK887417_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU8_EveW,0.0882160546,0.0882711862,0.0896303507,0.0882188193,0.0881743261,0.0882548386,0.0882663531,0.0882237175,0.0882321817,0.0882568320,0.0882800628,0.0882150094,0.0823654948,0.0823235111,0.0850865887,0.0823728200,0.0836143537,0.0872622507,0.0993057627,0.1027018657,0.1011658187,0.1006230807,0.0981329866,0.0992947397,0.0994353077,0.1011557047,0.1023754677,0.0980208922,0.1006278347,0.1021443597,0.0998317527,0.1010678287,0.0994118417,0.0994008557,0.0860385927,0.0825580667,0.0081005457,0.0089453317,0.0067523563,0.0067887590,0.0093946987,0.0078623657,0.0017665378,0,0.0017371520,0.0017948753,0.0018048967,0.0030191877,0.0105671047,0.0093894202,0.0093791659,0.0140114414,0.0140842217,0.0108006607
MK887418_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU9_EveW,0.0881419392,0.0881970708,0.0895562353,0.0881447039,0.0881002107,0.0881807232,0.0881922377,0.0881496021,0.0881580663,0.0881827166,0.0882059474,0.0881408940,0.0822913794,0.0822493957,0.0850124733,0.0822987046,0.0835402383,0.0871881353,0.0992316473,0.1026277503,0.1010917033,0.1005489653,0.0980588712,0.0992206243,0.0993611923,0.1010815893,0.1023013523,0.0979467768,0.1005537193,0.1020702443,0.0997576373,0.1009937133,0.0993377263,0.0993267403,0.0859644773,0.0824839513,0.0080264303,0.0088712163,0.0066782409,0.0067146436,0.0093205833,0.0077882503,0.0016924224,0.0017371520,0,0.0017207599,0.0017307813,0.0029450723,0.0104929893,0.0093153048,0.0093050505,0.0139373260,0.0140101063,0.0107265453
MK887419_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU10_EveW,0.0881996625,0.0882547941,0.0896139586,0.0882024272,0.0881579340,0.0882384465,0.0882499610,0.0882073254,0.0882157896,0.0882404399,0.0882636707,0.0881986173,0.0823491027,0.0823071190,0.0850701966,0.0823564279,0.0835979616,0.0872458586,0.0992893706,0.1026854736,0.1011494266,0.1006066886,0.0981165945,0.0992783476,0.0994189156,0.1011393126,0.1023590756,0.0980045001,0.1006114426,0.1021279676,0.0998153606,0.1010514366,0.0993954496,0.0993844636,0.0860222006,0.0825416746,0.0080841536,0.0089289396,0.0067359642,0.0067723669,0.0093783066,0.0078459736,0.0017501457,0.0017948753,0.0017207599,0,0.0017885046,0.0030027956,0.0105507126,0.0093730281,0.0093627738,0.0139950493,0.0140678296,0.0107842686
MK887420_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU11_EveW,0.0882096839,0.0882648155,0.089623980,0.0882124486,0.0881679554,0.0882484679,0.0882599824,0.0882173468,0.088225811,0.0882504613,0.0882736921,0.0882086387,0.0823591241,0.0823171404,0.085080218,0.0823664493,0.083607983,0.087255880,0.099299392,0.102695495,0.101159448,0.100616710,0.0981266159,0.099288369,0.099428937,0.101149334,0.102369097,0.0980145215,0.100621464,0.102137989,0.099825382,0.101061458,0.099405471,0.099394485,0.086032222,0.082551696,0.008094175,0.008938961,0.0067459856,0.0067823883,0.009388328,0.007855995,0.0017601671,0.0018048967,0.0017307813,0.0017885046,0,0.003012817,0.010560734,0.0093830495,0.0093727952,0.0140050707,0.014077851,0.010794290
MK887421_Eulimnogammarus_verrucosus_voucher_Eve_Bolshoy_Ushkaniy_BU12_EveW,0.0894239749,0.0894791065,0.090838271,0.0894267396,0.0893822464,0.0894627589,0.0894742734,0.0894316378,0.089440102,0.0894647523,0.0894879831,0.0894229297,0.0835734151,0.0835314314,0.086294509,0.0835807403,0.084822274,0.088470171,0.100513683,0.103909786,0.102373739,0.101831001,0.0993409069,0.100502660,0.100643228,0.102363625,0.103583388,0.0992288125,0.101835755,0.103352280,0.101039673,0.102275749,0.100619762,0.100608776,0.087246513,0.083765987,0.009308466,0.010153252,0.0079602766,0.0079966793,0.010602619,0.009070286,0.0029744581,0.0030191877,0.0029450723,0.0030027956,0.003012817,0,0.011775025,0.0105973405,0.0105870862,0.0152193617,0.015292142,0.012008581
MK887374_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B1_EveW,0.0924566939,0.0925118255,0.093870990,0.0924594586,0.0924149654,0.0924954779,0.0925069924,0.0924643568,0.092472821,0.0924974713,0.0925207021,0.0924556487,0.0866061341,0.0865641504,0.089327228,0.0866134593,0.087854993,0.091502890,0.103546402,0.106942505,0.105406458,0.104863720,0.1023736259,0.103535379,0.103675947,0.105396344,0.106616107,0.1022615315,0.104868474,0.106384999,0.104072392,0.105308468,0.103652481,0.103641495,0.090279232,0.086798706,0.012341185,0.013185971,0.0109929956,0.0110293983,0.013635338,0.012103005,0.0105223751,0.0105671047,0.0104929893,0.0105507126,0.010560734,0.011775025,0,0.0029862475,0.0029759932,0.0076082687,0.007681049,0.004397488
MK887375_Eulimnogammarus_verrucosus_voucher_Eve_Baikalskoe_B2_EveW,0.0912790094,0.0913341410,0.0926933055,0.0912817741,0.0912372809,0.0913177934,0.0913293079,0.0912866723,0.0912951365,0.0913197868,0.0913430176,0.0912779642,0.0854284496,0.0853864659,0.0881495435,0.0854357748,0.0866773085,0.0903252055,0.1023687175,0.1057648205,0.1042287735,0.1036860355,0.1011959414,0.1023576945,0.1024982625,0.1042186595,0.1054384225,0.1010838470,0.1036907895,0.1052073145,0.1028947075,0.1041307835,0.1024747965,0.1024638105,0.0891015475,0.0856210215,0.0111635005,0.0120082865,0.0098153111,0.0098517138,0.0124576535,0.0109253205,0.0093446906,0.0093894202,0.0093153048,0.0093730281,0.0093830495,0.0105973405,0.0029862475,0,0.0017983087,0.0064305842,0.0065033645,0.0032198035
